id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,gender,color,size,pattern,google_product_category,default_product,variant
5F99EC824684A_Navy-XL_1410,"Shield Wall Men's heavyweight tee","Color: Navy, Size: XL",https://www.awakenthenorth.org/wp-content/uploads/2020/10/mockup-96ab68a8.jpg,https://www.awakenthenorth.org/product/shield-wall-mens-heavyweight-tee/?attribute_color=Navy&attribute_size=XL,"Clothing","Awaken The North",29USD,in stock,wc_post_id_1399,,"https://www.awakenthenorth.org/wp-content/uploads/2020/10/mockup-a0921ba1.jpg,https://www.awakenthenorth.org/wp-content/uploads/2020/10/mockup-96ab68a8.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,29USD,new,published,,,,,,,
5F99EC824684A_Black-2XL_1406,"Shield Wall Men's heavyweight tee","Color: Black, Size: 2XL",https://www.awakenthenorth.org/wp-content/uploads/2020/10/mockup-a0921ba1.jpg,https://www.awakenthenorth.org/product/shield-wall-mens-heavyweight-tee/?attribute_color=Black&attribute_size=2XL,"Clothing","Awaken The North",32USD,in stock,wc_post_id_1399,,"https://www.awakenthenorth.org/wp-content/uploads/2020/10/mockup-96ab68a8.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,32USD,new,published,,,,,,,
5F99EC824684A_Black-M_1403,"Shield Wall Men's heavyweight tee","Color: Black, Size: M",https://www.awakenthenorth.org/wp-content/uploads/2020/10/mockup-a0921ba1.jpg,https://www.awakenthenorth.org/product/shield-wall-mens-heavyweight-tee/?attribute_color=Black&attribute_size=M,"Clothing","Awaken The North",29USD,in stock,wc_post_id_1399,,"https://www.awakenthenorth.org/wp-content/uploads/2020/10/mockup-96ab68a8.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,29USD,new,published,,,,,,,
5F99EC824684A_Black-L_1404,"Shield Wall Men's heavyweight tee","Color: Black, Size: L",https://www.awakenthenorth.org/wp-content/uploads/2020/10/mockup-a0921ba1.jpg,https://www.awakenthenorth.org/product/shield-wall-mens-heavyweight-tee/?attribute_color=Black&attribute_size=L,"Clothing","Awaken The North",29USD,in stock,wc_post_id_1399,,"https://www.awakenthenorth.org/wp-content/uploads/2020/10/mockup-96ab68a8.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,29USD,new,published,,,,,,,
5F99EC824684A_Black-XL_1405,"Shield Wall Men's heavyweight tee","Color: Black, Size: XL",https://www.awakenthenorth.org/wp-content/uploads/2020/10/mockup-a0921ba1.jpg,https://www.awakenthenorth.org/product/shield-wall-mens-heavyweight-tee/?attribute_color=Black&attribute_size=XL,"Clothing","Awaken The North",29USD,in stock,wc_post_id_1399,,"https://www.awakenthenorth.org/wp-content/uploads/2020/10/mockup-96ab68a8.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,29USD,new,published,,,,,,,
5F99EC824684A_Black-S_1402,"Shield Wall Men's heavyweight tee","Color: Black, Size: S",https://www.awakenthenorth.org/wp-content/uploads/2020/10/mockup-a0921ba1.jpg,https://www.awakenthenorth.org/product/shield-wall-mens-heavyweight-tee/?attribute_color=Black&attribute_size=S,"Clothing","Awaken The North",29USD,in stock,wc_post_id_1399,,"https://www.awakenthenorth.org/wp-content/uploads/2020/10/mockup-96ab68a8.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,29USD,new,published,,,,,,default,
wc_post_id_1341,"Awaken the North Patch","Show your AtN Pride with this 2.5' iron on patch!",https://www.awakenthenorth.org/wp-content/uploads/2020/10/Patch-1-1.jpg,https://www.awakenthenorth.org/product/awaken-the-north-patch/,"All Items, Accessories, Clothing, Misc.","Awaken The North",5USD,in stock,wc_post_id_1341,,"https://www.awakenthenorth.org/wp-content/uploads/2020/10/Patch-1.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,5USD,new,published,,,,,,,
wc_post_id_1327,"Awaken the North's Pocket Havamal","Each copy of the Hávamál purchased here will fund a free copy to be sent to an active duty military personnel! Please allow up to three weeks for delivery, as these are ordered in bundles from the printer. 
 
The Hávamál, or ‘Words of Hávi [the High One]’, is presented as a single poem in the Codex Regius, a collection of Old Norse poems from the Viking age. The poem, itself a combination of numerous shorter poems, is largely gnomic, presenting advice for living, proper conduct, and wisdom. It is one of our most important sources on Old Norse philosophy. 
 
The stanzas of the Hávamál are attributed to Odin; the chief God of the Æesir.  For the most part composed in the metre ljóðaháttr, a metre associated with wisdom verse, The Hávamál is both practical and philosophical in its content. Following the gnomic 'Hávamál proper' comes the Rúnatal, an account of how Odin won the runes, and the Ljóðatal, a list of magic chants or spells.  
 
This book is by NO MEANS meant to be a 'direct translation' of the Hávamál, but rather an 'every day English for the working class' version. I've tried to sum up the translations of several others, to put the stanzas into language we can all understand, without the 'thee's' and 'thou's', and twisted around sentence structures.",https://www.awakenthenorth.org/wp-content/uploads/2020/10/Cover-finish.png,https://www.awakenthenorth.org/product/pocket-havamal/,"All Items, Books, Misc.","Awaken The North",6.5USD,in stock,wc_post_id_1327,,"https://www.awakenthenorth.org/wp-content/uploads/2020/10/AtNs-Havamal-Front.jpg,https://www.awakenthenorth.org/wp-content/uploads/2020/10/Inside-2.jpg,https://www.awakenthenorth.org/wp-content/uploads/2020/10/Inside-1.jpg,https://www.awakenthenorth.org/wp-content/uploads/2020/10/Inside-notes.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,6.5USD,new,published,,,,,,,
wc_post_id_1317,"Official AtN Shot Glass","Enjoy your favourite hard beverage from the Official Awaken the North shot! 
 
*Each item is custom made to order. Please allow 1-2 weeks for shipping.",https://www.awakenthenorth.org/wp-content/uploads/2020/09/Shot-1.jpg,https://www.awakenthenorth.org/product/official-atn-shot-glass/,"All Items, Etched Glass","Awaken The North",9USD,in stock,wc_post_id_1317,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,9USD,new,published,,,,,,,
wc_post_id_1167,"Regnbue Ætt Face Mask","Premium Material: this mask is made from high quality cotton, making it soft and comfortable for your face, and provides for effortless breathing, and it won't induce discomfort. 
Great gift: This can be a good choice as gift for your family and friends! 
Wide applications: Suitable for cycling, camping, running, travel, climbing and daily use. 
Anti-Dust: Be protected from dust, small particles on air, pollen and much more. Anti-dust, anti-odor; washable and reusable. 
 
*Each item is custom made to order. Please allow 1-2 weeks for shipping.",https://www.awakenthenorth.org/wp-content/uploads/2020/09/regnbue-aett-mask.png,https://www.awakenthenorth.org/product/regnbue-aett-face-mask/,"All Items, Face Masks","Awaken The North",15USD,in stock,wc_post_id_1167,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,15USD,new,published,,,,,,,
wc_post_id_1057,"Awaken the North Buttons","Awaken the North Buttons: AtN Logo",https://www.awakenthenorth.org/wp-content/uploads/2020/09/AtN-Button.jpg,https://www.awakenthenorth.org/product/awaken-the-north-buttons/?attribute_awaken-the-north-buttons=AtN+Logo,"All Items, Accessories, Misc.","Awaken The North",3USD,in stock,wc_post_id_1049,,"https://www.awakenthenorth.org/wp-content/uploads/2020/09/Regnbue-Aett-Button.jpg,https://www.awakenthenorth.org/wp-content/uploads/2020/09/Sheild-maidens-Button.jpg,https://www.awakenthenorth.org/wp-content/uploads/2020/09/Sheild-Wall-Button.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,3USD,new,published,,,,,,default,"awaken-the-north-buttons:AtN Logo/Shield Wall/Shield Maidens/Regnbue Aett:AtN Logo"
wc_post_id_1056,"Awaken the North Buttons","Awaken the North Buttons: Shield Wall",https://www.awakenthenorth.org/wp-content/uploads/2020/09/Sheild-Wall-Button.jpg,https://www.awakenthenorth.org/product/awaken-the-north-buttons/?attribute_awaken-the-north-buttons=Shield+Wall,"All Items, Accessories, Misc.","Awaken The North",3USD,in stock,wc_post_id_1049,,"https://www.awakenthenorth.org/wp-content/uploads/2020/09/AtN-Button.jpg,https://www.awakenthenorth.org/wp-content/uploads/2020/09/Regnbue-Aett-Button.jpg,https://www.awakenthenorth.org/wp-content/uploads/2020/09/Sheild-maidens-Button.jpg,https://www.awakenthenorth.org/wp-content/uploads/2020/09/Sheild-Wall-Button.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,3USD,new,published,,,,,,,"awaken-the-north-buttons:AtN Logo/Shield Wall/Shield Maidens/Regnbue Aett:Shield Wall"
wc_post_id_1055,"Awaken the North Buttons","Awaken the North Buttons: Shield Maidens",https://www.awakenthenorth.org/wp-content/uploads/2020/09/Sheild-maidens-Button.jpg,https://www.awakenthenorth.org/product/awaken-the-north-buttons/?attribute_awaken-the-north-buttons=Shield+Maidens,"All Items, Accessories, Misc.","Awaken The North",3USD,in stock,wc_post_id_1049,,"https://www.awakenthenorth.org/wp-content/uploads/2020/09/AtN-Button.jpg,https://www.awakenthenorth.org/wp-content/uploads/2020/09/Regnbue-Aett-Button.jpg,https://www.awakenthenorth.org/wp-content/uploads/2020/09/Sheild-maidens-Button.jpg,https://www.awakenthenorth.org/wp-content/uploads/2020/09/Sheild-Wall-Button.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,3USD,new,published,,,,,,,"awaken-the-north-buttons:AtN Logo/Shield Wall/Shield Maidens/Regnbue Aett:Shield Maidens"
wc_post_id_1054,"Awaken the North Buttons","Awaken the North Buttons: Regnbue Aett",https://www.awakenthenorth.org/wp-content/uploads/2020/09/Regnbue-Aett-Button.jpg,https://www.awakenthenorth.org/product/awaken-the-north-buttons/?attribute_awaken-the-north-buttons=Regnbue+Aett,"All Items, Accessories, Misc.","Awaken The North",3USD,in stock,wc_post_id_1049,,"https://www.awakenthenorth.org/wp-content/uploads/2020/09/AtN-Button.jpg,https://www.awakenthenorth.org/wp-content/uploads/2020/09/Regnbue-Aett-Button.jpg,https://www.awakenthenorth.org/wp-content/uploads/2020/09/Sheild-maidens-Button.jpg,https://www.awakenthenorth.org/wp-content/uploads/2020/09/Sheild-Wall-Button.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,3USD,new,published,,,,,,,"awaken-the-north-buttons:AtN Logo/Shield Wall/Shield Maidens/Regnbue Aett:Regnbue Aett"
wc_post_id_1015,"Official Awaken the North 'Regnbue Ætt' (Rainbow Clan) T-Shirt","Size: 4X-Large",https://www.awakenthenorth.org/wp-content/uploads/2020/09/AtN-Regnbue-Aett-front.png,https://www.awakenthenorth.org/product/official-awaken-the-north-regnbue-aett-rainbow-clan-t-shirt/?attribute_size=4X-Large,"All Items, Clothing","Awaken The North",21USD,in stock,wc_post_id_1007,,"https://www.awakenthenorth.org/wp-content/uploads/2020/09/AtN-Regnbue-Aett-back.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,21USD,new,published,,,,,,,
wc_post_id_1012,"Official Awaken the North 'Regnbue Ætt' (Rainbow Clan) T-Shirt","Size: X-Large",https://www.awakenthenorth.org/wp-content/uploads/2020/09/AtN-Regnbue-Aett-front.png,https://www.awakenthenorth.org/product/official-awaken-the-north-regnbue-aett-rainbow-clan-t-shirt/?attribute_size=X-Large,"All Items, Clothing","Awaken The North",18USD,in stock,wc_post_id_1007,,"https://www.awakenthenorth.org/wp-content/uploads/2020/09/AtN-Regnbue-Aett-back.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,18USD,new,published,,,,,,,
wc_post_id_1013,"Official Awaken the North 'Regnbue Ætt' (Rainbow Clan) T-Shirt","Size: 2X-Large",https://www.awakenthenorth.org/wp-content/uploads/2020/09/AtN-Regnbue-Aett-front.png,https://www.awakenthenorth.org/product/official-awaken-the-north-regnbue-aett-rainbow-clan-t-shirt/?attribute_size=2X-Large,"All Items, Clothing","Awaken The North",19USD,in stock,wc_post_id_1007,,"https://www.awakenthenorth.org/wp-content/uploads/2020/09/AtN-Regnbue-Aett-back.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,19USD,new,published,,,,,,,
wc_post_id_1014,"Official Awaken the North 'Regnbue Ætt' (Rainbow Clan) T-Shirt","Size: 3X-Large",https://www.awakenthenorth.org/wp-content/uploads/2020/09/AtN-Regnbue-Aett-front.png,https://www.awakenthenorth.org/product/official-awaken-the-north-regnbue-aett-rainbow-clan-t-shirt/?attribute_size=3X-Large,"All Items, Clothing","Awaken The North",20USD,in stock,wc_post_id_1007,,"https://www.awakenthenorth.org/wp-content/uploads/2020/09/AtN-Regnbue-Aett-back.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,20USD,new,published,,,,,,,
wc_post_id_1009,"Official Awaken the North 'Regnbue Ætt' (Rainbow Clan) T-Shirt","Size: Small",https://www.awakenthenorth.org/wp-content/uploads/2020/09/AtN-Regnbue-Aett-front.png,https://www.awakenthenorth.org/product/official-awaken-the-north-regnbue-aett-rainbow-clan-t-shirt/?attribute_size=Small,"All Items, Clothing","Awaken The North",18USD,in stock,wc_post_id_1007,,"https://www.awakenthenorth.org/wp-content/uploads/2020/09/AtN-Regnbue-Aett-back.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,18USD,new,published,,,,,,,
wc_post_id_1010,"Official Awaken the North 'Regnbue Ætt' (Rainbow Clan) T-Shirt","Size: Medium",https://www.awakenthenorth.org/wp-content/uploads/2020/09/AtN-Regnbue-Aett-front.png,https://www.awakenthenorth.org/product/official-awaken-the-north-regnbue-aett-rainbow-clan-t-shirt/?attribute_size=Medium,"All Items, Clothing","Awaken The North",18USD,in stock,wc_post_id_1007,,"https://www.awakenthenorth.org/wp-content/uploads/2020/09/AtN-Regnbue-Aett-back.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,18USD,new,published,,,,,,,
wc_post_id_1011,"Official Awaken the North 'Regnbue Ætt' (Rainbow Clan) T-Shirt","Size: Large",https://www.awakenthenorth.org/wp-content/uploads/2020/09/AtN-Regnbue-Aett-front.png,https://www.awakenthenorth.org/product/official-awaken-the-north-regnbue-aett-rainbow-clan-t-shirt/?attribute_size=Large,"All Items, Clothing","Awaken The North",18USD,in stock,wc_post_id_1007,,"https://www.awakenthenorth.org/wp-content/uploads/2020/09/AtN-Regnbue-Aett-back.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,18USD,new,published,,,,,,default,
wc_post_id_1008,"Official Awaken the North 'Regnbue Ætt' (Rainbow Clan) T-Shirt","Size: 5X-Large",https://www.awakenthenorth.org/wp-content/uploads/2020/09/AtN-Regnbue-Aett-front.png,https://www.awakenthenorth.org/product/official-awaken-the-north-regnbue-aett-rainbow-clan-t-shirt/?attribute_size=5X-Large,"All Items, Clothing","Awaken The North",22USD,in stock,wc_post_id_1007,,"https://www.awakenthenorth.org/wp-content/uploads/2020/09/AtN-Regnbue-Aett-back.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,22USD,new,published,,,,,,,
wc_post_id_992,"Official Awaken the North Shield Wall T-Shirt","Size: 4X-Large",https://www.awakenthenorth.org/wp-content/uploads/2020/09/AtNs-Shield-Wall-t-shirt-Front-2.png,https://www.awakenthenorth.org/product/official-awaken-the-north-shield-wallt-shirt/?attribute_size=4X-Large,"All Items, Clothing","Awaken The North",21USD,in stock,wc_post_id_984,,"https://www.awakenthenorth.org/wp-content/uploads/2020/09/AtNs-Shield-Wall-t-shirt-Back-1.png,https://www.awakenthenorth.org/wp-content/uploads/2020/09/AtNs-Shield-Wall-t-shirt-2.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,21USD,new,published,,,,,,,
wc_post_id_991,"Official Awaken the North Shield Wall T-Shirt","Size: 3X-Large",https://www.awakenthenorth.org/wp-content/uploads/2020/09/AtNs-Shield-Wall-t-shirt-Front-2.png,https://www.awakenthenorth.org/product/official-awaken-the-north-shield-wallt-shirt/?attribute_size=3X-Large,"All Items, Clothing","Awaken The North",20USD,in stock,wc_post_id_984,,"https://www.awakenthenorth.org/wp-content/uploads/2020/09/AtNs-Shield-Wall-t-shirt-Back-1.png,https://www.awakenthenorth.org/wp-content/uploads/2020/09/AtNs-Shield-Wall-t-shirt-2.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,20USD,new,published,,,,,,,
wc_post_id_989,"Official Awaken the North Shield Wall T-Shirt","Size: X-Large",https://www.awakenthenorth.org/wp-content/uploads/2020/09/AtNs-Shield-Wall-t-shirt-Front-2.png,https://www.awakenthenorth.org/product/official-awaken-the-north-shield-wallt-shirt/?attribute_size=X-Large,"All Items, Clothing","Awaken The North",18USD,in stock,wc_post_id_984,,"https://www.awakenthenorth.org/wp-content/uploads/2020/09/AtNs-Shield-Wall-t-shirt-Back-1.png,https://www.awakenthenorth.org/wp-content/uploads/2020/09/AtNs-Shield-Wall-t-shirt-2.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,18USD,new,published,,,,,,,
wc_post_id_990,"Official Awaken the North Shield Wall T-Shirt","Size: 2X-Large",https://www.awakenthenorth.org/wp-content/uploads/2020/09/AtNs-Shield-Wall-t-shirt-Front-2.png,https://www.awakenthenorth.org/product/official-awaken-the-north-shield-wallt-shirt/?attribute_size=2X-Large,"All Items, Clothing","Awaken The North",19USD,in stock,wc_post_id_984,,"https://www.awakenthenorth.org/wp-content/uploads/2020/09/AtNs-Shield-Wall-t-shirt-Back-1.png,https://www.awakenthenorth.org/wp-content/uploads/2020/09/AtNs-Shield-Wall-t-shirt-2.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,19USD,new,published,,,,,,,
wc_post_id_987,"Official Awaken the North Shield Wall T-Shirt","Size: Medium",https://www.awakenthenorth.org/wp-content/uploads/2020/09/AtNs-Shield-Wall-t-shirt-Front-2.png,https://www.awakenthenorth.org/product/official-awaken-the-north-shield-wallt-shirt/?attribute_size=Medium,"All Items, Clothing","Awaken The North",18USD,in stock,wc_post_id_984,,"https://www.awakenthenorth.org/wp-content/uploads/2020/09/AtNs-Shield-Wall-t-shirt-Back-1.png,https://www.awakenthenorth.org/wp-content/uploads/2020/09/AtNs-Shield-Wall-t-shirt-2.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,18USD,new,published,,,,,,,
wc_post_id_988,"Official Awaken the North Shield Wall T-Shirt","Size: Large",https://www.awakenthenorth.org/wp-content/uploads/2020/09/AtNs-Shield-Wall-t-shirt-Front-2.png,https://www.awakenthenorth.org/product/official-awaken-the-north-shield-wallt-shirt/?attribute_size=Large,"All Items, Clothing","Awaken The North",18USD,in stock,wc_post_id_984,,"https://www.awakenthenorth.org/wp-content/uploads/2020/09/AtNs-Shield-Wall-t-shirt-Back-1.png,https://www.awakenthenorth.org/wp-content/uploads/2020/09/AtNs-Shield-Wall-t-shirt-2.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,18USD,new,published,,,,,,default,
wc_post_id_985,"Official Awaken the North Shield Wall T-Shirt","Size: 5X-Large",https://www.awakenthenorth.org/wp-content/uploads/2020/09/AtNs-Shield-Wall-t-shirt-Front-2.png,https://www.awakenthenorth.org/product/official-awaken-the-north-shield-wallt-shirt/?attribute_size=5X-Large,"All Items, Clothing","Awaken The North",22USD,in stock,wc_post_id_984,,"https://www.awakenthenorth.org/wp-content/uploads/2020/09/AtNs-Shield-Wall-t-shirt-Back-1.png,https://www.awakenthenorth.org/wp-content/uploads/2020/09/AtNs-Shield-Wall-t-shirt-2.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,22USD,new,published,,,,,,,
wc_post_id_986,"Official Awaken the North Shield Wall T-Shirt","Size: Small",https://www.awakenthenorth.org/wp-content/uploads/2020/09/AtNs-Shield-Wall-t-shirt-Front-2.png,https://www.awakenthenorth.org/product/official-awaken-the-north-shield-wallt-shirt/?attribute_size=Small,"All Items, Clothing","Awaken The North",18USD,in stock,wc_post_id_984,,"https://www.awakenthenorth.org/wp-content/uploads/2020/09/AtNs-Shield-Wall-t-shirt-Back-1.png,https://www.awakenthenorth.org/wp-content/uploads/2020/09/AtNs-Shield-Wall-t-shirt-2.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,18USD,new,published,,,,,,,
wc_post_id_976,"Official Awaken the North Shield Maiden T-Shirt","Size: 2X-Large",https://www.awakenthenorth.org/wp-content/uploads/2020/09/atn-shield-maidens-front-coloured-2.png,https://www.awakenthenorth.org/product/official-awaken-the-north-shield-maiden-t-shirt/?attribute_size=2X-Large,"All Items, Clothing","Awaken The North",19USD,in stock,wc_post_id_970,,"https://www.awakenthenorth.org/wp-content/uploads/2020/09/atn-shield-maidens-back-2.png,https://www.awakenthenorth.org/wp-content/uploads/2020/09/atn-shield-maidens-design-1.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,19USD,new,published,,,,,,,
wc_post_id_977,"Official Awaken the North Shield Maiden T-Shirt","Size: 3X-Large",https://www.awakenthenorth.org/wp-content/uploads/2020/09/atn-shield-maidens-front-coloured-2.png,https://www.awakenthenorth.org/product/official-awaken-the-north-shield-maiden-t-shirt/?attribute_size=3X-Large,"All Items, Clothing","Awaken The North",20USD,in stock,wc_post_id_970,,"https://www.awakenthenorth.org/wp-content/uploads/2020/09/atn-shield-maidens-back-2.png,https://www.awakenthenorth.org/wp-content/uploads/2020/09/atn-shield-maidens-design-1.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,20USD,new,published,,,,,,,
wc_post_id_978,"Official Awaken the North Shield Maiden T-Shirt","Size: 4X-Large",https://www.awakenthenorth.org/wp-content/uploads/2020/09/atn-shield-maidens-front-coloured-2.png,https://www.awakenthenorth.org/product/official-awaken-the-north-shield-maiden-t-shirt/?attribute_size=4X-Large,"All Items, Clothing","Awaken The North",21USD,in stock,wc_post_id_970,,"https://www.awakenthenorth.org/wp-content/uploads/2020/09/atn-shield-maidens-back-2.png,https://www.awakenthenorth.org/wp-content/uploads/2020/09/atn-shield-maidens-design-1.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,21USD,new,published,,,,,,,
wc_post_id_974,"Official Awaken the North Shield Maiden T-Shirt","Size: Large",https://www.awakenthenorth.org/wp-content/uploads/2020/09/atn-shield-maidens-front-coloured-2.png,https://www.awakenthenorth.org/product/official-awaken-the-north-shield-maiden-t-shirt/?attribute_size=Large,"All Items, Clothing","Awaken The North",18USD,in stock,wc_post_id_970,,"https://www.awakenthenorth.org/wp-content/uploads/2020/09/atn-shield-maidens-back-2.png,https://www.awakenthenorth.org/wp-content/uploads/2020/09/atn-shield-maidens-design-1.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,18USD,new,published,,,,,,default,
wc_post_id_975,"Official Awaken the North Shield Maiden T-Shirt","Size: X-Large",https://www.awakenthenorth.org/wp-content/uploads/2020/09/atn-shield-maidens-front-coloured-2.png,https://www.awakenthenorth.org/product/official-awaken-the-north-shield-maiden-t-shirt/?attribute_size=X-Large,"All Items, Clothing","Awaken The North",18USD,in stock,wc_post_id_970,,"https://www.awakenthenorth.org/wp-content/uploads/2020/09/atn-shield-maidens-back-2.png,https://www.awakenthenorth.org/wp-content/uploads/2020/09/atn-shield-maidens-design-1.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,18USD,new,published,,,,,,,
wc_post_id_972,"Official Awaken the North Shield Maiden T-Shirt","Size: Small",https://www.awakenthenorth.org/wp-content/uploads/2020/09/atn-shield-maidens-front-coloured-2.png,https://www.awakenthenorth.org/product/official-awaken-the-north-shield-maiden-t-shirt/?attribute_size=Small,"All Items, Clothing","Awaken The North",18USD,in stock,wc_post_id_970,,"https://www.awakenthenorth.org/wp-content/uploads/2020/09/atn-shield-maidens-back-2.png,https://www.awakenthenorth.org/wp-content/uploads/2020/09/atn-shield-maidens-design-1.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,18USD,new,published,,,,,,,
wc_post_id_973,"Official Awaken the North Shield Maiden T-Shirt","Size: Medium",https://www.awakenthenorth.org/wp-content/uploads/2020/09/atn-shield-maidens-front-coloured-2.png,https://www.awakenthenorth.org/product/official-awaken-the-north-shield-maiden-t-shirt/?attribute_size=Medium,"All Items, Clothing","Awaken The North",18USD,in stock,wc_post_id_970,,"https://www.awakenthenorth.org/wp-content/uploads/2020/09/atn-shield-maidens-back-2.png,https://www.awakenthenorth.org/wp-content/uploads/2020/09/atn-shield-maidens-design-1.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,18USD,new,published,,,,,,,
wc_post_id_971,"Official Awaken the North Shield Maiden T-Shirt","Size: 5X-Large",https://www.awakenthenorth.org/wp-content/uploads/2020/09/atn-shield-maidens-front-coloured-2.png,https://www.awakenthenorth.org/product/official-awaken-the-north-shield-maiden-t-shirt/?attribute_size=5X-Large,"All Items, Clothing","Awaken The North",22USD,in stock,wc_post_id_970,,"https://www.awakenthenorth.org/wp-content/uploads/2020/09/atn-shield-maidens-back-2.png,https://www.awakenthenorth.org/wp-content/uploads/2020/09/atn-shield-maidens-design-1.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,22USD,new,published,,,,,,,
